user_id,product_type_id,isbn13,name,author,author_details,book_edition,cat_id,price,discount,delivery_charge,quantity,no_of_pages,weight,book_language,image,publisher,publishing_year,publishing_role_id,currency_code,country_code,description,book_binding,status,slug,created_at
15,1,9781405299374,Mr. Men Little Miss Happy Diwali                            ,Adam Hargreaves,,03-Sep-20,0,399,25,0,10,32,140g,English ,9781405299374.png,Farshore,03-Sep-20,20,INR,IND,"Mr Men and Little Miss Celebrations introdue children to all the exciting occasions that people celebrate including birthadays, Christmas, Halloween, Easter, Chinese New Year and now Diwail.",Paperback,1,mr-men-little-miss-happy-diwali,20-11-21 20:39
15,1,9781787411609,"Culture Of Clothes, The                                     ",Chaaya Prabhat and Giovanna Alessio,,15-Jul-21,0,1099,25,0,10,80,745g,English ,9781787411609.png,Templar Publishing,15-Jul-21,20,INR,IND,A colourful celebration of costumes and cultures from around the word  ,Hardcover,1,culture-of-clothes-the,20-11-21 20:39
15,1,9780008498924,The World Awaits,Tomos Roberts (Tomfoolery) and Nomoc,,15-Jul-21,0,499,25,0,10,32,150g,English ,9780008498924.png,Farshore,15-Jul-21,20,INR,IND,"All the things that make life wonderful, all the colours, sounds and tastes begin to lose a touch of magic when your goodness goes to waste.'",Paperback,1,the-world-awaits,20-11-21 20:39
15,1,9780062877727,"Hundred Thousand Welcomes, A                                ",Mary Lee Donovan and Lian Cho,,12-Oct-21,0,999,19,0,10,40,538g,English ,9780062877727.png,Greenwillow Books ,12-Oct-21,20,INR,IND,"Welcome, come in! You are invited to travel to homes around the world in this beautifully illustrated picture book about hospitality and acceptance, which features the word ""welcome"" frorm more than fourteen languages. ",Hardcover,1,hundred-thousand-welcomes-a,20-11-21 20:39
15,1,9781783425228,"Field Guide To Leaflings, A                                 ",Owen Churcher and Niamh Sharkey,,21-Oct-21,0,799,19,0,10,40,560g,English ,9781783425228.png,Templar Publishing,21-Oct-21,20,INR,IND,"Welcome to thje world of Leaflings, the secret guardians of the trees Among the branches and roots of some of our planet's most important inhabitants, live the leaflings. ",Hardcover,1,field-guide-to-leaflings-a,20-11-21 20:39
15,1,9781787415164,Free                                                        ,Sam Usher,,15-Sep-19,0,399,25,0,10,40,225g,English ,978178741516.png,Templar Publishing,15-Sep-19,20,INR,IND,"Boy and Grandad take care of a little bird. When it gets better, Grandad puts it outside, but it keeps hopping back into the house, following Boy wherever he goes. Boy wonders what kind of bird it is. An eagle? An ostrich? A bird of paradise, perhaps?",Paperback,1,free,20-11-21 20:39
15,1,9781787416857,Wild                                                        ,Sam Usher,,23-Jul-20,0,399,25,0,10,40,235g,English ,9781787416857.png,Templar Publishing,23-Jul-20,20,INR,IND,"Grandad and Boy look after a cat for a friend. Boy does lots of reading up about what cats like, but the cat is having none of it. And then it runs off into the wild, leading Grandad and Boy into a wild jungle fantasy adventure of theire own.",Paperback,1,wild,20-11-21 20:39
15,1,9781787419872,Lost                                                        ,Sam Usher,,30-Sep-21,0,399,25,0,10,40,230g,English ,9781787419872.png,Templar Publishing,30-Sep-21,20,INR,IND,The third title in a new quartet of enchanting picture books in which a boy and his beloved grandad discover the wonder of  the natural world.,Paperback,1,lost,20-11-21 20:39
15,1,9781787417359,Don'T Look At It] Don'T Touch It]                           ,Steve Patschke and Roland Garrigue,,16-Sep-21,0,399,25,0,10,40,210g,English ,9781787417359.png,Templar Publishing,16-Sep-21,20,INR,IND,"What do you do when you're told not to do something? You do it anyway , of course! But when four friends mysteriously go missing one by one, has their curiosity got the better of them?  A delightfully spooky picture book that's perfect for ",Paperback,1,dont-look-at-it-dont-touch-it,20-11-21 20:39
15,1,9781787419155,Microbe Wars                                                ,Gill Arbuthnott and Marianna Madriz,,02-Sep-21,0,899,25,0,10,64,425g,English ,9781787419155.png,Templar Publishing,02-Sep-21,20,INR,IND,"Since the beginning of human history, we have been at war with an invisible enemy. Microbes. These  tiny organisms can spread terrible diseases. Ramses V, Pharaoh of Egypt may have died of smallpo; in 1918 a new  illness called the spanish Flu killed 50 million people in 18 months; and in the fourteenth century the black death killed more than a quarter of the population.",Hardcover,1,microbe-wars,20-11-21 20:39
